3264,817
4081,0
3205,894
3448,894
3352,721
4217,112
4077,0
4093,243
3631,448
4065,0
3439,642
3534,537
3622,448
3847,224
4056,0
3806,257
3631,446
3613,448
3439,894
3808,511
3262,803
3262,805
3622,446
3264,791
3264,777
3593,448
3613,446
3806,511
3422,894
3228,819
3808,481
3889,145
3584,448
3413,894
4039,0
3742,299
3593,446
3401,894
3821,476
4030,0
3584,446
3448,838
3695,593
3806,483
3262,775
3397,894
86,110
4021,0
3830,448
3385,894
3454,828
3821,448
3376,894
4001,0
3809,448
3830,446
3992,0
3821,446
3805,448
3809,446
3793,448
3806,455
4006,243
3784,448
3629,623
4081,154
3805,446
107,35
4030,222
3359,894
3983,0
3793,446
3350,894
3806,425
3784,446
3553,679
121,0
4217,0
3341,894
112,0
0,117
0,119
4213,0
0,105
3767,448
4201,0
3808,397
3758,448
4192,0
4350,117
4350,119
235,120
4350,105
0,103
3767,446
3749,448
3575,894
30,72
0,89
0,91
3806,399
3533,670
3758,446
95,0
3729,448
4350,103
3749,446
3558,894
4350,89
86,0
4350,91
3720,448
0,75
3808,621
0,77
3549,894
77,0
4093,336
4175,0
3729,446
3537,894
4166,0
3720,446
4350,75
3806,621
4350,77
57,0
4108,63
3847,322
0,61
3533,894
0,63
4157,0
3966,448
0,49
3521,894
48,0
3941,476
3957,448
3512,894
4350,61
4137,0
3945,448
3806,607
4350,63
24,21
3685,726
3966,446
4350,49
0,47
77,224
3806,593
0,33
4128,0
0,35
4078,327
3957,446
3477,670
3941,448
39,0
3945,446
3929,448
4350,47
3720,404
4350,33
4350,35
3920,448
0,19
0,21
3941,446
3808,565
3495,894
22,0
4128,246
4119,0
4078,299
3929,446
3486,894
13,0
3920,446
4350,19
4350,21
1,0
0,5
3477,894
0,7
4102,0
248,0
4349,0
3903,448
3457,894
4030,322
4337,0
4350,5
0,243
3536,803
4350,7
0,245
3894,448
3654,691
3586,759
3806,539
4328,0
3808,523
3903,446
3885,448
3711,894
4350,243
4350,245
3821,516
0,229
3894,446
0,231
0,217
231,0
3902,427
3865,448
3885,446
3694,894
222,0
3856,448
4350,229
4350,231
3685,894
4350,217
0,215
213,0
4020,291
4311,0
0,201
3972,341
3865,446
3673,894
0,203
3835,721
4302,0
3856,446
193,0
4350,215
3669,894
4293,0
4350,201
4350,203
3847,448
3657,894
184,0
0,187
3806,749
95,364
0,189
349,110
4093,448
3631,670
3613,672
3648,894
3782,763
4271,19
4273,0
4081,448
4179,355
3847,446
4311,224
4350,187
4264,0
4350,189
116,313
0,173
4093,446
0,175
4077,448
4296,217
0,161
175,0
4081,446
4065,448
3897,609
4056,448
4337,168
4350,173
4350,175
4077,446
4350,161
95,334
0,159
3631,894
158,0
4255,0
0,145
4065,446
0,147
3808,693
3622,894
149,0
4056,446
3945,558
137,0
4350,159
3613,894
4350,145
4238,0
4350,147
0,131
0,133
4229,0
133,0
4039,448
3593,894
3856,616
184,194
285,110
3821,670
0,383
3749,728
4030,448
3584,894
4350,131
0,369
273,110
4350,133
0,371
3806,677
4039,446
4021,448
137,224
3808,651
4350,383
269,110
4030,446
4350,369
4350,371
367,0
0,355
4157,308
4001,448
4305,147
0,357
4021,446
3830,894
39,334
358,0
3673,782
4281,161
3992,448
4091,609
3821,894
349,0
4350,355
4001,446
3809,894
3648,784
4350,357
0,341
208,133
0,343
3808,887
3992,446
0,329
329,0
3805,894
3983,448
3793,894
320,0
4350,341
4350,343
485,110
4350,329
0,327
3749,672
3784,894
0,313
352,217
3806,875
0,315
133,196
121,448
4217,448
3808,859
320,250
3983,446
503,72
112,448
4350,327
167,159
4350,313
4213,448
4350,315
121,446
311,0
4217,446
0,299
4201,448
0,301
270,47
312,245
3990,422
112,446
4192,448
4213,446
3767,894
294,0
4350,299
4201,446
4001,390
70,483
4350,301
0,285
3758,894
0,287
285,0
4192,446
0,273
95,448
273,0
3749,894
421,112
420,114
86,448
4350,285
3720,642
4350,287
4350,273
95,446
0,271
269,0
77,448
0,257
4175,448
3729,894
4229,140
0,259
257,0
86,446
294,224
4166,448
3720,894
57,448
4350,271
77,446
0,509
0,511
4350,257
4175,446
4157,448
4350,259
0,497
48,448
273,224
4166,446
57,446
503,0
4137,448
4350,509
4350,511
4157,446
3966,894
0,495
4350,497
48,446
494,0
0,481
4128,448
0,483
4273,306
3957,894
485,0
3806,777
4137,446
39,448
3945,894
4350,495
86,406
4350,481
86,392
4128,446
257,222
4350,483
465,0
0,467
0,469
3941,894
39,446
22,448
4119,448
3929,894
456,0
13,448
3920,894
4350,467
1,448
4350,469
0,453
22,446
4119,446
0,455
4102,448
0,441
4192,600
248,448
13,446
4349,448
1,446
447,0
460,245
4350,453
4337,448
4350,455
4102,446
4350,441
0,439
248,446
4030,763
0,425
4328,448
0,427
4349,446
3903,894
430,0
4337,446
4350,439
3894,894
4350,425
421,0
4328,446
4350,427
231,448
3720,784
0,411
409,0
0,413
3885,894
625,47
222,448
231,446
405,0
213,448
4350,411
4311,448
3865,894
4350,413
393,0
0,397
222,446
0,399
447,222
4302,448
3856,894
0,385
384,0
4216,523
193,448
213,446
4311,446
421,224
4293,448
3957,784
184,448
0,635
4350,397
0,637
4350,399
4302,446
4350,385
639,0
193,446
4273,448
4293,446
421,222
542,103
3847,894
630,0
184,446
4350,635
3945,782
4016,696
4264,448
4350,637
0,621
4093,894
0,623
621,0
4081,894
0,609
4273,446
175,448
4078,889
4264,446
57,558
4350,621
601,0
4077,894
4350,623
766,110
0,607
4350,609
175,446
158,448
4065,894
0,593
4255,448
592,0
0,595
4039,670
4021,672
149,448
4056,894
4145,537
137,448
4350,607
158,446
4350,593
4255,446
621,224
4238,448
4350,595
544,33
0,579
0,581
149,446
4229,448
133,448
583,0
591,248
137,446
137,434
4238,446
4350,579
4350,581
0,565
4229,446
133,446
544,21
186,634
4039,894
4119,558
0,567
503,334
566,0
0,553
4030,894
272,287
557,0
367,448
4080,817
4350,565
545,0
4021,894
4350,567
0,551
4350,553
544,7
358,448
0,537
29,525
0,539
4349,544
367,446
541,0
349,448
4001,894
529,0
4350,551
544,245
358,446
4350,537
3992,894
4350,539
520,0
0,523
329,448
0,525
349,446
320,448
0,761
4350,523
665,110
329,446
0,763
4350,525
557,222
248,516
3983,894
766,0
320,446
4081,782
4350,761
719,54
757,0
4080,775
121,894
4217,894
4350,763
311,448
0,747
658,89
0,749
4302,558
112,894
737,0
757,252
4213,894
542,215
311,446
294,448
4056,782
4201,894
4350,747
728,0
4350,749
0,733
0,735
285,448
4192,894
0,721
273,448
294,446
4350,733
4350,735
285,446
95,894
0,719
4350,721
269,448
4010,805
0,705
719,0
273,446
544,161
0,707
257,448
86,894
77,894
4350,719
269,446
4175,894
4350,705
702,0
4350,707
257,446
0,691
0,693
4166,894
693,0
57,894
503,448
681,0
4157,894
13,672
48,894
494,448
4350,691
136,537
592,336
4350,693
4328,698
0,677
0,679
677,0
503,446
485,448
4137,894
0,665
426,511
885,52
665,0
494,446
4128,894
544,369
656,0
4350,677
465,448
239,693
4350,679
485,446
39,894
0,663
4350,665
0,649
456,448
0,651
542,369
465,446
4350,663
22,894
77,824
4119,894
4350,649
456,446
0,889
4350,651
13,894
893,0
1,894
447,448
320,560
4102,894
0,887
4350,889
213,672
248,894
770,116
529,359
384,502
0,873
0,875
270,621
873,0
4349,894
447,446
541,336
430,448
4337,894
864,0
4350,887
4350,873
421,448
4328,894
4350,875
544,313
0,859
409,448
0,861
430,446
201,663
421,446
542,327
231,894
405,448
4350,859
855,0
409,446
4350,861
393,448
0,845
222,894
0,847
0,833
384,448
213,894
405,446
4311,894
838,0
57,782
393,446
4350,845
4350,847
4302,894
0,831
4350,833
175,670
829,0
384,446
0,817
193,894
639,448
4302,882
0,819
817,0
4293,894
184,894
630,448
855,224
542,285
4350,831
4350,817
813,0
639,446
544,271
621,448
4350,819
4273,894
0,803
801,0
248,810
0,805
630,446
133,672
4264,894
953,110
792,0
601,448
621,446
175,894
542,257
211,845
4350,803
542,259
592,448
4350,805
693,364
0,789
928,116
0,791
0,777
601,446
542,509
158,894
4255,894
592,446
544,481
4350,789
4350,791
149,894
0,775
4350,777
137,894
775,0
583,448
421,614
4238,894
1009,0
4350,775
4229,894
133,894
583,446
566,448
1000,0
430,588
557,448
545,448
418,579
544,453
566,446
766,488
